Packet_Nbre,Cycle,HPM0,HPM2,HPM3,HPM4,HPM5,HPM6,HPM7,HPM8,HPM9,HPM10,HPM11
legitime,45179.0,45179.0,14846.0,472.0,66.0,14138.0,2403.0,2056.0,1419.0,2280.0,1181.0,9943.0
legitime,51186.0,51186.0,16886.0,522.0,86.0,16048.0,2743.0,2376.0,1559.0,2630.0,1321.0,11173.0
legitime,42167.0,42167.0,13826.0,447.0,56.0,13183.0,2233.0,1896.0,1349.0,2105.0,1111.0,9328.0
legitime,51186.0,51186.0,16886.0,522.0,86.0,16048.0,2743.0,2376.0,1559.0,2630.0,1321.0,11173.0
legitime,49372.0,49372.0,16274.0,507.0,80.0,15475.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,43382.0,43382.0,14234.0,457.0,60.0,13565.0,2301.0,1960.0,1377.0,2175.0,1139.0,9574.0
legitime,48773.0,48773.0,16070.0,502.0,78.0,15284.0,2607.0,2248.0,1503.0,2490.0,1265.0,10681.0
legitime,41585.0,41585.0,13622.0,442.0,54.0,12992.0,2199.0,1864.0,1335.0,2070.0,1097.0,9205.0
legitime,45179.0,45179.0,14846.0,472.0,66.0,14138.0,2403.0,2056.0,1419.0,2280.0,1181.0,9943.0
legitime,52333.0,52333.0,17294.0,532.0,90.0,16430.0,2811.0,2440.0,1587.0,2700.0,1349.0,11419.0
legitime,45145.0,45145.0,14846.0,472.0,66.0,14138.0,2403.0,2056.0,1419.0,2280.0,1181.0,9943.0
legitime,51734.0,51734.0,17090.0,527.0,88.0,16239.0,2777.0,2408.0,1573.0,2665.0,1335.0,11296.0
legitime,48140.0,48140.0,15866.0,497.0,76.0,15093.0,2573.0,2216.0,1489.0,2455.0,1251.0,10558.0
legitime,45744.0,45744.0,15050.0,477.0,68.0,14329.0,2437.0,2088.0,1433.0,2315.0,1195.0,10066.0
legitime,46343.0,46343.0,15254.0,482.0,70.0,14520.0,2471.0,2120.0,1447.0,2350.0,1209.0,10189.0
legitime,49338.0,49338.0,16274.0,507.0,80.0,15475.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,43947.0,43947.0,14438.0,462.0,62.0,13756.0,2335.0,1992.0,1391.0,2210.0,1153.0,9697.0
legitime,40353.0,40353.0,13214.0,432.0,50.0,12610.0,2131.0,1800.0,1307.0,2000.0,1069.0,8959.0
legitime,45744.0,45744.0,15050.0,477.0,68.0,14329.0,2437.0,2088.0,1433.0,2315.0,1195.0,10066.0
legitime,49338.0,49338.0,16274.0,507.0,80.0,15475.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,52333.0,52333.0,17294.0,532.0,90.0,16430.0,2811.0,2440.0,1587.0,2700.0,1349.0,11419.0
legitime,45145.0,45145.0,14846.0,472.0,66.0,14138.0,2403.0,2056.0,1419.0,2280.0,1181.0,9943.0
legitime,49937.0,49937.0,16478.0,512.0,82.0,15666.0,2675.0,2312.0,1531.0,2560.0,1293.0,10927.0
legitime,49338.0,49338.0,16274.0,507.0,80.0,15475.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,46942.0,46942.0,15458.0,487.0,72.0,14711.0,2505.0,2152.0,1461.0,2385.0,1223.0,10312.0
legitime,46343.0,46343.0,15254.0,482.0,70.0,14520.0,2471.0,2120.0,1447.0,2350.0,1209.0,10189.0
legitime,42150.0,42150.0,13826.0,447.0,56.0,13183.0,2233.0,1896.0,1349.0,2105.0,1111.0,9328.0
legitime,42150.0,42150.0,13826.0,447.0,56.0,13183.0,2233.0,1896.0,1349.0,2105.0,1111.0,9328.0
legitime,41551.0,41551.0,13622.0,442.0,54.0,12992.0,2199.0,1864.0,1335.0,2070.0,1097.0,9205.0
legitime,45145.0,45145.0,14846.0,472.0,66.0,14138.0,2403.0,2056.0,1419.0,2280.0,1181.0,9943.0
legitime,43348.0,43348.0,14234.0,457.0,60.0,13565.0,2301.0,1960.0,1377.0,2175.0,1139.0,9574.0
legitime,43348.0,43348.0,14234.0,457.0,60.0,13565.0,2301.0,1960.0,1377.0,2175.0,1139.0,9574.0
legitime,43964.0,43964.0,14438.0,462.0,62.0,13756.0,2335.0,1992.0,1391.0,2210.0,1153.0,9697.0
legitime,51785.0,51785.0,17090.0,527.0,88.0,16239.0,2777.0,2408.0,1573.0,2665.0,1335.0,11296.0
legitime,49954.0,49954.0,16478.0,512.0,82.0,15666.0,2675.0,2312.0,1531.0,2560.0,1293.0,10927.0
legitime,45744.0,45744.0,15050.0,477.0,68.0,14329.0,2437.0,2088.0,1433.0,2315.0,1195.0,10066.0
legitime,46394.0,46394.0,15254.0,483.0,70.0,14520.0,2471.0,2120.0,1447.0,2350.0,1209.0,10189.0
legitime,48174.0,48174.0,15866.0,498.0,76.0,15093.0,2573.0,2216.0,1489.0,2455.0,1251.0,10558.0
legitime,42184.0,42184.0,13826.0,447.0,56.0,13183.0,2233.0,1896.0,1349.0,2105.0,1111.0,9328.0
legitime,42817.0,42817.0,14030.0,453.0,58.0,13374.0,2267.0,1928.0,1363.0,2140.0,1125.0,9451.0
legitime,46446.0,46446.0,15254.0,483.0,70.0,14520.0,2471.0,2120.0,1447.0,2350.0,1209.0,10189.0
legitime,41039.0,41039.0,13418.0,437.0,52.0,12801.0,2165.0,1832.0,1321.0,2035.0,1083.0,9082.0
legitime,42300.0,42300.0,13826.0,448.0,56.0,13183.0,2233.0,1896.0,1349.0,2105.0,1111.0,9328.0
legitime,50104.0,50104.0,16478.0,512.0,82.0,15666.0,2675.0,2312.0,1531.0,2560.0,1293.0,10927.0
legitime,50671.0,50671.0,16478.0,528.0,82.0,15666.0,2675.0,2312.0,1531.0,2560.0,1293.0,10927.0
legitime,45829.0,45829.0,15050.0,478.0,68.0,14329.0,2437.0,2088.0,1433.0,2315.0,1195.0,10066.0
legitime,48174.0,48174.0,15866.0,497.0,76.0,15093.0,2573.0,2216.0,1489.0,2455.0,1251.0,10558.0
legitime,49372.0,49372.0,16274.0,507.0,80.0,15475.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,45179.0,45179.0,14846.0,472.0,66.0,14138.0,2403.0,2056.0,1419.0,2280.0,1181.0,9943.0
legitime,50587.0,50587.0,16682.0,517.0,84.0,15857.0,2709.0,2344.0,1545.0,2595.0,1307.0,11050.0
legitime,49971.0,49971.0,16478.0,512.0,82.0,15666.0,2675.0,2312.0,1531.0,2560.0,1293.0,10927.0
legitime,46976.0,46976.0,15458.0,487.0,72.0,14711.0,2505.0,2152.0,1461.0,2385.0,1223.0,10312.0
legitime,41585.0,41585.0,13622.0,442.0,54.0,12992.0,2199.0,1864.0,1335.0,2070.0,1097.0,9205.0
legitime,45179.0,45179.0,14846.0,472.0,66.0,14138.0,2403.0,2056.0,1419.0,2280.0,1181.0,9943.0
legitime,45179.0,45179.0,14846.0,472.0,66.0,14138.0,2403.0,2056.0,1419.0,2280.0,1181.0,9943.0
legitime,46976.0,46976.0,15458.0,487.0,72.0,14711.0,2505.0,2152.0,1461.0,2385.0,1223.0,10312.0
legitime,49372.0,49372.0,16274.0,507.0,80.0,15475.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,49389.0,49389.0,16274.0,507.0,80.0,15475.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,40370.0,40370.0,13214.0,432.0,50.0,12610.0,2131.0,1800.0,1307.0,2000.0,1069.0,8959.0
legitime,48773.0,48773.0,16070.0,502.0,78.0,15284.0,2607.0,2248.0,1503.0,2490.0,1265.0,10681.0
legitime,42783.0,42783.0,14030.0,452.0,58.0,13374.0,2267.0,1928.0,1363.0,2140.0,1125.0,9451.0
legitime,40370.0,40370.0,13214.0,432.0,50.0,12610.0,2131.0,1800.0,1307.0,2000.0,1069.0,8959.0
legitime,48802.0,48802.0,16070.0,502.0,78.0,15284.0,2607.0,2248.0,1503.0,2490.0,1265.0,10681.0
legitime,45179.0,45179.0,14846.0,472.0,66.0,14138.0,2403.0,2056.0,1419.0,2280.0,1181.0,9943.0
legitime,41568.0,41568.0,13622.0,442.0,54.0,12992.0,2199.0,1864.0,1335.0,2070.0,1097.0,9205.0
legitime,45778.0,45778.0,15050.0,477.0,68.0,14329.0,2437.0,2088.0,1433.0,2315.0,1195.0,10066.0
legitime,49389.0,49389.0,16274.0,507.0,80.0,15475.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,45778.0,45778.0,15050.0,477.0,68.0,14329.0,2437.0,2088.0,1433.0,2315.0,1195.0,10066.0
legitime,49971.0,49971.0,16478.0,512.0,82.0,15666.0,2675.0,2312.0,1531.0,2560.0,1293.0,10927.0
legitime,41585.0,41585.0,13622.0,442.0,54.0,12992.0,2199.0,1864.0,1335.0,2070.0,1097.0,9205.0
legitime,51169.0,51169.0,16886.0,522.0,86.0,16048.0,2743.0,2376.0,1559.0,2630.0,1321.0,11173.0
legitime,51186.0,51186.0,16886.0,522.0,86.0,16048.0,2743.0,2376.0,1559.0,2630.0,1321.0,11173.0
legitime,49372.0,49372.0,16274.0,507.0,80.0,15475.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,40387.0,40387.0,13214.0,432.0,50.0,12610.0,2131.0,1800.0,1307.0,2000.0,1069.0,8959.0
legitime,49374.0,49374.0,16274.0,507.0,80.0,15475.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,40969.0,40969.0,13418.0,437.0,52.0,12801.0,2165.0,1832.0,1321.0,2035.0,1083.0,9082.0
legitime,49389.0,49389.0,16274.0,507.0,80.0,15475.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,42167.0,42167.0,13826.0,447.0,56.0,13183.0,2233.0,1896.0,1349.0,2105.0,1111.0,9328.0
legitime,49988.0,49988.0,16478.0,512.0,82.0,15666.0,2675.0,2312.0,1531.0,2560.0,1293.0,10927.0
legitime,50570.0,50570.0,16682.0,517.0,84.0,15857.0,2709.0,2344.0,1545.0,2595.0,1307.0,11050.0
legitime,45179.0,45179.0,14846.0,472.0,66.0,14138.0,2403.0,2056.0,1419.0,2280.0,1181.0,9943.0
legitime,50587.0,50587.0,16682.0,517.0,84.0,15857.0,2709.0,2344.0,1545.0,2595.0,1307.0,11050.0
legitime,51169.0,51169.0,16886.0,522.0,86.0,16048.0,2743.0,2376.0,1559.0,2630.0,1321.0,11173.0
legitime,49389.0,49389.0,16274.0,507.0,80.0,15475.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,51169.0,51169.0,16886.0,522.0,86.0,16048.0,2743.0,2376.0,1559.0,2630.0,1321.0,11173.0
legitime,40986.0,40986.0,13418.0,437.0,52.0,12801.0,2165.0,1832.0,1321.0,2035.0,1083.0,9082.0
legitime,49383.0,49383.0,16274.0,507.0,80.0,15475.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,43981.0,43981.0,14438.0,462.0,62.0,13756.0,2335.0,1992.0,1391.0,2210.0,1153.0,9697.0
legitime,40986.0,40986.0,13418.0,437.0,52.0,12801.0,2165.0,1832.0,1321.0,2035.0,1083.0,9082.0
legitime,49971.0,49971.0,16478.0,512.0,82.0,15666.0,2675.0,2312.0,1531.0,2560.0,1293.0,10927.0
legitime,48174.0,48174.0,15866.0,497.0,76.0,15093.0,2573.0,2216.0,1489.0,2455.0,1251.0,10558.0
legitime,48174.0,48174.0,15866.0,497.0,76.0,15093.0,2573.0,2216.0,1489.0,2455.0,1251.0,10558.0
legitime,41585.0,41585.0,13622.0,442.0,54.0,12992.0,2199.0,1864.0,1335.0,2070.0,1097.0,9205.0
legitime,52384.0,52384.0,17294.0,532.0,90.0,16430.0,2811.0,2440.0,1587.0,2700.0,1349.0,11419.0
legitime,51169.0,51169.0,16886.0,522.0,86.0,16048.0,2743.0,2376.0,1559.0,2630.0,1321.0,11173.0
legitime,44948.0,44948.0,14642.0,467.0,64.0,13947.0,2369.0,2024.0,1405.0,2245.0,1167.0,9820.0
legitime,47789.0,47789.0,15662.0,492.0,74.0,14902.0,2539.0,2184.0,1475.0,2420.0,1237.0,10435.0
legitime,42201.0,42201.0,13826.0,447.0,56.0,13183.0,2233.0,1896.0,1349.0,2105.0,1111.0,9328.0
legitime,41551.0,41551.0,13418.0,437.0,52.0,13102.0,2165.0,1832.0,1321.0,2035.0,1083.0,9082.0
legitime,51205.0,51205.0,16886.0,522.0,86.0,16067.0,2743.0,2376.0,1559.0,2630.0,1321.0,11173.0
legitime,51186.0,51186.0,16886.0,522.0,86.0,16048.0,2743.0,2376.0,1559.0,2630.0,1321.0,11173.0
legitime,40371.0,40371.0,13214.0,432.0,50.0,12610.0,2131.0,1800.0,1307.0,2000.0,1069.0,8959.0
legitime,51785.0,51785.0,17090.0,527.0,88.0,16239.0,2777.0,2408.0,1573.0,2665.0,1335.0,11296.0
legitime,41568.0,41568.0,13622.0,442.0,54.0,12992.0,2199.0,1864.0,1335.0,2070.0,1097.0,9205.0
legitime,49988.0,49988.0,16478.0,512.0,82.0,15666.0,2675.0,2312.0,1531.0,2560.0,1293.0,10927.0
legitime,52367.0,52367.0,17294.0,532.0,90.0,16430.0,2811.0,2440.0,1587.0,2700.0,1349.0,11419.0
legitime,44580.0,44580.0,14642.0,467.0,64.0,13947.0,2369.0,2024.0,1405.0,2245.0,1167.0,9820.0
legitime,46377.0,46377.0,15254.0,482.0,70.0,14520.0,2471.0,2120.0,1447.0,2350.0,1209.0,10189.0
legitime,40986.0,40986.0,13418.0,437.0,52.0,12801.0,2165.0,1832.0,1321.0,2035.0,1083.0,9082.0
legitime,52367.0,52367.0,17294.0,532.0,90.0,16430.0,2811.0,2440.0,1587.0,2700.0,1349.0,11419.0
legitime,40986.0,40986.0,13418.0,437.0,52.0,12801.0,2165.0,1832.0,1321.0,2035.0,1083.0,9082.0
legitime,51186.0,51186.0,16886.0,522.0,86.0,16048.0,2743.0,2376.0,1559.0,2630.0,1321.0,11173.0
legitime,45162.0,45162.0,14846.0,472.0,66.0,14138.0,2403.0,2056.0,1419.0,2280.0,1181.0,9943.0
legitime,51492.0,51492.0,16886.0,522.0,86.0,16190.0,2743.0,2376.0,1559.0,2630.0,1321.0,11173.0
legitime,52695.0,52695.0,16886.0,522.0,86.0,16480.0,2743.0,2376.0,1559.0,2630.0,1321.0,11173.0
legitime,44548.0,44548.0,14438.0,462.0,62.0,13787.0,2335.0,1992.0,1391.0,2210.0,1153.0,9697.0
legitime,48807.0,48807.0,16070.0,502.0,78.0,15284.0,2607.0,2248.0,1503.0,2490.0,1265.0,10681.0
legitime,48773.0,48773.0,16070.0,502.0,78.0,15284.0,2607.0,2248.0,1503.0,2490.0,1265.0,10681.0
legitime,45179.0,45179.0,14846.0,472.0,66.0,14138.0,2403.0,2056.0,1419.0,2280.0,1181.0,9943.0
legitime,41585.0,41585.0,13622.0,442.0,54.0,12992.0,2199.0,1864.0,1335.0,2070.0,1097.0,9205.0
legitime,46388.0,46388.0,15254.0,482.0,70.0,14520.0,2471.0,2120.0,1447.0,2350.0,1209.0,10189.0
legitime,46377.0,46377.0,15254.0,482.0,70.0,14520.0,2471.0,2120.0,1447.0,2350.0,1209.0,10189.0
legitime,43365.0,43365.0,14234.0,457.0,60.0,13565.0,2301.0,1960.0,1377.0,2175.0,1139.0,9574.0
legitime,40986.0,40986.0,13418.0,437.0,52.0,12801.0,2165.0,1832.0,1321.0,2035.0,1083.0,9082.0
legitime,48773.0,48773.0,16070.0,502.0,78.0,15284.0,2607.0,2248.0,1503.0,2490.0,1265.0,10681.0
legitime,40387.0,40387.0,13214.0,432.0,50.0,12610.0,2131.0,1800.0,1307.0,2000.0,1069.0,8959.0
legitime,45179.0,45179.0,14846.0,472.0,66.0,14138.0,2403.0,2056.0,1419.0,2280.0,1181.0,9943.0
legitime,48773.0,48773.0,16070.0,502.0,78.0,15284.0,2607.0,2248.0,1503.0,2490.0,1265.0,10681.0
legitime,42783.0,42783.0,14030.0,452.0,58.0,13374.0,2267.0,1928.0,1363.0,2140.0,1125.0,9451.0
legitime,51768.0,51768.0,17090.0,527.0,88.0,16239.0,2777.0,2408.0,1573.0,2665.0,1335.0,11296.0
legitime,43981.0,43981.0,14438.0,462.0,62.0,13756.0,2335.0,1992.0,1391.0,2210.0,1153.0,9697.0
legitime,45778.0,45778.0,15050.0,477.0,68.0,14329.0,2437.0,2088.0,1433.0,2315.0,1195.0,10066.0
legitime,45179.0,45179.0,14846.0,472.0,66.0,14138.0,2403.0,2056.0,1419.0,2280.0,1181.0,9943.0
legitime,52384.0,52384.0,17294.0,532.0,90.0,16430.0,2811.0,2440.0,1587.0,2700.0,1349.0,11419.0
legitime,51169.0,51169.0,16886.0,522.0,86.0,16048.0,2743.0,2376.0,1559.0,2630.0,1321.0,11173.0
legitime,49389.0,49389.0,16274.0,507.0,80.0,15475.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,47575.0,47575.0,15662.0,492.0,74.0,14902.0,2539.0,2184.0,1475.0,2420.0,1237.0,10435.0
legitime,51768.0,51768.0,17090.0,527.0,88.0,16239.0,2777.0,2408.0,1573.0,2665.0,1335.0,11296.0
legitime,44580.0,44580.0,14642.0,467.0,64.0,13947.0,2369.0,2024.0,1405.0,2245.0,1167.0,9820.0
legitime,40387.0,40387.0,13214.0,432.0,50.0,12610.0,2131.0,1800.0,1307.0,2000.0,1069.0,8959.0
legitime,40370.0,40370.0,13214.0,432.0,50.0,12610.0,2131.0,1800.0,1307.0,2000.0,1069.0,8959.0
legitime,45778.0,45778.0,15050.0,477.0,68.0,14329.0,2437.0,2088.0,1433.0,2315.0,1195.0,10066.0
legitime,48174.0,48174.0,15866.0,497.0,76.0,15093.0,2573.0,2216.0,1489.0,2455.0,1251.0,10558.0
legitime,43382.0,43382.0,14234.0,457.0,60.0,13565.0,2301.0,1960.0,1377.0,2175.0,1139.0,9574.0
legitime,42783.0,42783.0,14030.0,452.0,58.0,13374.0,2267.0,1928.0,1363.0,2140.0,1125.0,9451.0
legitime,45778.0,45778.0,15050.0,477.0,68.0,14329.0,2437.0,2088.0,1433.0,2315.0,1195.0,10066.0
legitime,48174.0,48174.0,15866.0,497.0,76.0,15093.0,2573.0,2216.0,1489.0,2455.0,1251.0,10558.0
legitime,51186.0,51186.0,16886.0,522.0,86.0,16048.0,2743.0,2376.0,1559.0,2630.0,1321.0,11173.0
legitime,48773.0,48773.0,16070.0,502.0,78.0,15284.0,2607.0,2248.0,1503.0,2490.0,1265.0,10681.0
legitime,49971.0,49971.0,16478.0,512.0,82.0,15666.0,2675.0,2312.0,1531.0,2560.0,1293.0,10927.0
legitime,51186.0,51186.0,16886.0,522.0,86.0,16048.0,2743.0,2376.0,1559.0,2630.0,1321.0,11173.0
legitime,49971.0,49971.0,16478.0,512.0,82.0,15666.0,2675.0,2312.0,1531.0,2560.0,1293.0,10927.0
legitime,51186.0,51186.0,16886.0,522.0,86.0,16048.0,2743.0,2376.0,1559.0,2630.0,1321.0,11173.0
legitime,49372.0,49372.0,16274.0,507.0,80.0,15475.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,42783.0,42783.0,14030.0,452.0,58.0,13374.0,2267.0,1928.0,1363.0,2140.0,1125.0,9451.0
legitime,46984.0,46984.0,15458.0,487.0,72.0,14711.0,2505.0,2152.0,1461.0,2385.0,1223.0,10312.0
legitime,49389.0,49389.0,16274.0,507.0,80.0,15475.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,41568.0,41568.0,13622.0,442.0,54.0,12992.0,2199.0,1864.0,1335.0,2070.0,1097.0,9205.0
legitime,42184.0,42184.0,13826.0,447.0,56.0,13183.0,2233.0,1896.0,1349.0,2105.0,1111.0,9328.0
legitime,48773.0,48773.0,16070.0,502.0,78.0,15284.0,2607.0,2248.0,1503.0,2490.0,1265.0,10681.0
legitime,51186.0,51186.0,16886.0,522.0,86.0,16048.0,2743.0,2376.0,1559.0,2630.0,1321.0,11173.0
legitime,43365.0,43365.0,14234.0,457.0,60.0,13565.0,2301.0,1960.0,1377.0,2175.0,1139.0,9574.0
legitime,41586.0,41586.0,13622.0,442.0,54.0,12992.0,2199.0,1864.0,1335.0,2070.0,1097.0,9205.0
legitime,48773.0,48773.0,16070.0,502.0,78.0,15284.0,2607.0,2248.0,1503.0,2490.0,1265.0,10681.0
legitime,49389.0,49389.0,16274.0,507.0,80.0,15475.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,52873.0,52873.0,17294.0,532.0,90.0,16691.0,2811.0,2440.0,1587.0,2700.0,1349.0,11419.0
legitime,48332.0,48332.0,15458.0,487.0,72.0,15428.0,2505.0,2152.0,1461.0,2385.0,1223.0,10312.0
legitime,46920.0,46920.0,15254.0,482.0,70.0,14780.0,2471.0,2120.0,1447.0,2350.0,1209.0,10189.0
legitime,45692.0,45692.0,14642.0,467.0,64.0,14280.0,2369.0,2024.0,1405.0,2245.0,1167.0,9820.0
legitime,53396.0,53396.0,17294.0,532.0,90.0,16916.0,2811.0,2440.0,1587.0,2700.0,1349.0,11419.0
legitime,41159.0,41159.0,13214.0,432.0,50.0,13002.0,2131.0,1800.0,1307.0,2000.0,1069.0,8959.0
legitime,51816.0,51816.0,17090.0,527.0,88.0,16270.0,2777.0,2408.0,1573.0,2665.0,1335.0,11296.0
legitime,46976.0,46976.0,15458.0,487.0,72.0,14711.0,2505.0,2152.0,1461.0,2385.0,1223.0,10312.0
legitime,41097.0,41097.0,13418.0,437.0,52.0,12859.0,2165.0,1832.0,1321.0,2035.0,1083.0,9082.0
legitime,50136.0,50136.0,16070.0,502.0,78.0,15663.0,2607.0,2248.0,1503.0,2490.0,1265.0,10681.0
legitime,44885.0,44885.0,14438.0,462.0,62.0,14205.0,2335.0,1992.0,1391.0,2210.0,1153.0,9697.0
legitime,44719.0,44719.0,14642.0,467.0,64.0,14035.0,2369.0,2024.0,1405.0,2245.0,1167.0,9820.0
legitime,42503.0,42503.0,13622.0,442.0,54.0,13258.0,2199.0,1864.0,1335.0,2070.0,1097.0,9205.0
legitime,52533.0,52533.0,16886.0,522.0,86.0,16685.0,2743.0,2376.0,1559.0,2630.0,1321.0,11173.0
legitime,47622.0,47622.0,15662.0,492.0,74.0,14949.0,2539.0,2184.0,1475.0,2420.0,1237.0,10435.0
legitime,40986.0,40986.0,13418.0,437.0,52.0,12801.0,2165.0,1832.0,1321.0,2035.0,1083.0,9082.0
legitime,40500.0,40500.0,13214.0,432.0,50.0,12676.0,2131.0,1800.0,1307.0,2000.0,1069.0,8959.0
legitime,42986.0,42986.0,14030.0,452.0,58.0,13499.0,2267.0,1928.0,1363.0,2140.0,1125.0,9451.0
legitime,51371.0,51371.0,16886.0,522.0,86.0,16175.0,2743.0,2376.0,1559.0,2630.0,1321.0,11173.0
legitime,41176.0,41176.0,13418.0,437.0,52.0,12911.0,2165.0,1832.0,1321.0,2035.0,1083.0,9082.0
legitime,41127.0,41127.0,13418.0,437.0,52.0,12894.0,2165.0,1832.0,1321.0,2035.0,1083.0,9082.0
legitime,41172.0,41172.0,13418.0,437.0,52.0,12905.0,2165.0,1832.0,1321.0,2035.0,1083.0,9082.0
legitime,45337.0,45337.0,14846.0,472.0,66.0,14231.0,2403.0,2056.0,1419.0,2280.0,1181.0,9943.0
legitime,51864.0,51864.0,17090.0,527.0,88.0,16301.0,2777.0,2408.0,1573.0,2665.0,1335.0,11296.0
legitime,50790.0,50790.0,16682.0,517.0,84.0,15964.0,2709.0,2344.0,1545.0,2595.0,1307.0,11050.0
legitime,42916.0,42916.0,14030.0,452.0,58.0,13473.0,2267.0,1928.0,1363.0,2140.0,1125.0,9451.0
legitime,51330.0,51330.0,16886.0,522.0,86.0,16127.0,2743.0,2376.0,1559.0,2630.0,1321.0,11173.0
legitime,41774.0,41774.0,13622.0,442.0,54.0,13099.0,2199.0,1864.0,1335.0,2070.0,1097.0,9205.0
legitime,50768.0,50768.0,16682.0,517.0,84.0,15973.0,2709.0,2344.0,1545.0,2595.0,1307.0,11050.0
legitime,50745.0,50745.0,16682.0,517.0,84.0,15950.0,2709.0,2344.0,1545.0,2595.0,1307.0,11050.0
legitime,50601.0,50601.0,16682.0,517.0,84.0,15888.0,2709.0,2344.0,1545.0,2595.0,1307.0,11050.0
legitime,48773.0,48773.0,16070.0,502.0,78.0,15284.0,2607.0,2248.0,1503.0,2490.0,1265.0,10681.0
legitime,50722.0,50722.0,16274.0,507.0,80.0,16079.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,48252.0,48252.0,15458.0,487.0,72.0,14856.0,2505.0,2152.0,1461.0,2385.0,1223.0,10312.0
legitime,50140.0,50140.0,16070.0,502.0,78.0,15680.0,2607.0,2248.0,1503.0,2490.0,1265.0,10681.0
legitime,50174.0,50174.0,16070.0,502.0,78.0,15986.0,2607.0,2248.0,1503.0,2490.0,1265.0,10681.0
