Packet_Nbre,Cycle,HPM0,HPM2,HPM3,HPM4,HPM5,HPM6,HPM7,HPM8,HPM9,HPM10,HPM11
legitime,46331.0,46331.0,14846.0,472.0,66.0,14752.0,2403.0,2056.0,1419.0,2280.0,1181.0,9943.0
legitime,43811.0,43811.0,14234.0,457.0,60.0,13797.0,2301.0,1960.0,1377.0,2175.0,1139.0,9574.0
legitime,43540.0,43540.0,14030.0,452.0,58.0,13759.0,2267.0,1928.0,1363.0,2140.0,1125.0,9451.0
legitime,46408.0,46408.0,15254.0,482.0,70.0,14551.0,2471.0,2120.0,1447.0,2350.0,1209.0,10189.0
legitime,49372.0,49372.0,16274.0,507.0,80.0,15475.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,49988.0,49988.0,16478.0,512.0,82.0,15666.0,2675.0,2312.0,1531.0,2560.0,1293.0,10927.0
legitime,40370.0,40370.0,13214.0,432.0,50.0,12610.0,2131.0,1800.0,1307.0,2000.0,1069.0,8959.0
legitime,49969.0,49969.0,16070.0,502.0,78.0,15888.0,2607.0,2248.0,1503.0,2490.0,1265.0,10681.0
legitime,47562.0,47562.0,15254.0,482.0,70.0,15132.0,2471.0,2120.0,1447.0,2350.0,1209.0,10189.0
legitime,52884.0,52884.0,17090.0,527.0,88.0,16826.0,2777.0,2408.0,1573.0,2665.0,1335.0,11296.0
legitime,42408.0,42408.0,13826.0,447.0,56.0,13305.0,2233.0,1896.0,1349.0,2105.0,1111.0,9328.0
legitime,46333.0,46333.0,14846.0,472.0,66.0,14649.0,2403.0,2056.0,1419.0,2280.0,1181.0,9943.0
legitime,46856.0,46856.0,15050.0,477.0,68.0,14654.0,2437.0,2088.0,1433.0,2315.0,1195.0,10066.0
legitime,49099.0,49099.0,16070.0,502.0,78.0,15449.0,2607.0,2248.0,1503.0,2490.0,1265.0,10681.0
legitime,48157.0,48157.0,15458.0,487.0,72.0,15292.0,2505.0,2152.0,1461.0,2385.0,1223.0,10312.0
legitime,50823.0,50823.0,16274.0,507.0,80.0,16192.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,48385.0,48385.0,15866.0,497.0,76.0,15222.0,2573.0,2216.0,1489.0,2455.0,1251.0,10558.0
legitime,51361.0,51361.0,16886.0,522.0,86.0,16158.0,2743.0,2376.0,1559.0,2630.0,1321.0,11173.0
legitime,40514.0,40514.0,13214.0,432.0,50.0,12689.0,2131.0,1800.0,1307.0,2000.0,1069.0,8959.0
legitime,50149.0,50149.0,16478.0,512.0,82.0,15748.0,2675.0,2312.0,1531.0,2560.0,1293.0,10927.0
legitime,43599.0,43599.0,14234.0,457.0,60.0,13643.0,2301.0,1960.0,1377.0,2175.0,1139.0,9574.0
legitime,45371.0,45371.0,14846.0,472.0,66.0,14231.0,2403.0,2056.0,1419.0,2280.0,1181.0,9943.0
legitime,40531.0,40531.0,13214.0,432.0,50.0,12703.0,2131.0,1800.0,1307.0,2000.0,1069.0,8959.0
legitime,45930.0,45930.0,15050.0,477.0,68.0,14413.0,2437.0,2088.0,1433.0,2315.0,1195.0,10066.0
legitime,49580.0,49580.0,16274.0,507.0,80.0,15587.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,45354.0,45354.0,14846.0,472.0,66.0,14245.0,2403.0,2056.0,1419.0,2280.0,1181.0,9943.0
legitime,43396.0,43396.0,14234.0,457.0,60.0,13596.0,2301.0,1960.0,1377.0,2175.0,1139.0,9574.0
legitime,42783.0,42783.0,14030.0,452.0,58.0,13374.0,2267.0,1928.0,1363.0,2140.0,1125.0,9451.0
legitime,44580.0,44580.0,14642.0,467.0,64.0,13947.0,2369.0,2024.0,1405.0,2245.0,1167.0,9820.0
legitime,47575.0,47575.0,15662.0,492.0,74.0,14902.0,2539.0,2184.0,1475.0,2420.0,1237.0,10435.0
legitime,52418.0,52418.0,17294.0,532.0,90.0,16447.0,2811.0,2440.0,1587.0,2700.0,1349.0,11419.0
legitime,41714.0,41714.0,13622.0,442.0,54.0,13057.0,2199.0,1864.0,1335.0,2070.0,1097.0,9205.0
legitime,50152.0,50152.0,16478.0,512.0,82.0,15765.0,2675.0,2312.0,1531.0,2560.0,1293.0,10927.0
legitime,42314.0,42314.0,13826.0,447.0,56.0,13262.0,2233.0,1896.0,1349.0,2105.0,1111.0,9328.0
legitime,52483.0,52483.0,17294.0,532.0,90.0,16495.0,2811.0,2440.0,1587.0,2700.0,1349.0,11419.0
legitime,41665.0,41665.0,13622.0,442.0,54.0,13040.0,2199.0,1864.0,1335.0,2070.0,1097.0,9205.0
legitime,51704.0,51704.0,16682.0,517.0,84.0,16436.0,2709.0,2344.0,1545.0,2595.0,1307.0,11050.0
legitime,42565.0,42565.0,13622.0,442.0,54.0,13377.0,2199.0,1864.0,1335.0,2070.0,1097.0,9205.0
legitime,46816.0,46816.0,15254.0,482.0,70.0,14554.0,2471.0,2120.0,1447.0,2350.0,1209.0,10189.0
legitime,40387.0,40387.0,13214.0,432.0,50.0,12610.0,2131.0,1800.0,1307.0,2000.0,1069.0,8959.0
legitime,50587.0,50587.0,16682.0,517.0,84.0,15857.0,2709.0,2344.0,1545.0,2595.0,1307.0,11050.0
legitime,40370.0,40370.0,13214.0,432.0,50.0,12610.0,2131.0,1800.0,1307.0,2000.0,1069.0,8959.0
legitime,45179.0,45179.0,14846.0,472.0,66.0,14138.0,2403.0,2056.0,1419.0,2280.0,1181.0,9943.0
legitime,48174.0,48174.0,15866.0,497.0,76.0,15093.0,2573.0,2216.0,1489.0,2455.0,1251.0,10558.0
legitime,49389.0,49389.0,16274.0,507.0,80.0,15475.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,42167.0,42167.0,13826.0,447.0,56.0,13183.0,2233.0,1896.0,1349.0,2105.0,1111.0,9328.0
legitime,52384.0,52384.0,17294.0,532.0,90.0,16430.0,2811.0,2440.0,1587.0,2700.0,1349.0,11419.0
legitime,48773.0,48773.0,16070.0,502.0,78.0,15284.0,2607.0,2248.0,1503.0,2490.0,1265.0,10681.0
legitime,50587.0,50587.0,16682.0,517.0,84.0,15857.0,2709.0,2344.0,1545.0,2595.0,1307.0,11050.0
legitime,46976.0,46976.0,15458.0,487.0,72.0,14711.0,2505.0,2152.0,1461.0,2385.0,1223.0,10312.0
legitime,45179.0,45179.0,14846.0,472.0,66.0,14138.0,2403.0,2056.0,1419.0,2280.0,1181.0,9943.0
legitime,49372.0,49372.0,16274.0,507.0,80.0,15475.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,52384.0,52384.0,17294.0,532.0,90.0,16430.0,2811.0,2440.0,1587.0,2700.0,1349.0,11419.0
legitime,50587.0,50587.0,16682.0,517.0,84.0,15857.0,2709.0,2344.0,1545.0,2595.0,1307.0,11050.0
legitime,52367.0,52367.0,17294.0,532.0,90.0,16430.0,2811.0,2440.0,1587.0,2700.0,1349.0,11419.0
legitime,40403.0,40403.0,13214.0,432.0,50.0,12610.0,2131.0,1800.0,1307.0,2000.0,1069.0,8959.0
legitime,51768.0,51768.0,17090.0,527.0,88.0,16239.0,2777.0,2408.0,1573.0,2665.0,1335.0,11296.0
legitime,46377.0,46377.0,15254.0,482.0,70.0,14520.0,2471.0,2120.0,1447.0,2350.0,1209.0,10189.0
legitime,42184.0,42184.0,13826.0,447.0,56.0,13183.0,2233.0,1896.0,1349.0,2105.0,1111.0,9328.0
legitime,49372.0,49372.0,16274.0,507.0,80.0,15475.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,51785.0,51785.0,17090.0,527.0,88.0,16239.0,2777.0,2408.0,1573.0,2665.0,1335.0,11296.0
legitime,48174.0,48174.0,15866.0,497.0,76.0,15093.0,2573.0,2216.0,1489.0,2455.0,1251.0,10558.0
legitime,41585.0,41585.0,13622.0,442.0,54.0,12992.0,2199.0,1864.0,1335.0,2070.0,1097.0,9205.0
legitime,46377.0,46377.0,15254.0,482.0,70.0,14520.0,2471.0,2120.0,1447.0,2350.0,1209.0,10189.0
legitime,50570.0,50570.0,16682.0,517.0,84.0,15857.0,2709.0,2344.0,1545.0,2595.0,1307.0,11050.0
legitime,48191.0,48191.0,15866.0,497.0,76.0,15093.0,2573.0,2216.0,1489.0,2455.0,1251.0,10558.0
legitime,42766.0,42766.0,14030.0,452.0,58.0,13374.0,2267.0,1928.0,1363.0,2140.0,1125.0,9451.0
legitime,49389.0,49389.0,16274.0,507.0,80.0,15475.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,42167.0,42167.0,13826.0,447.0,56.0,13183.0,2233.0,1896.0,1349.0,2105.0,1111.0,9328.0
legitime,43981.0,43981.0,14438.0,462.0,62.0,13756.0,2335.0,1992.0,1391.0,2210.0,1153.0,9697.0
legitime,45179.0,45179.0,14846.0,472.0,66.0,14138.0,2403.0,2056.0,1419.0,2280.0,1181.0,9943.0
legitime,44580.0,44580.0,14642.0,467.0,64.0,13947.0,2369.0,2024.0,1405.0,2245.0,1167.0,9820.0
legitime,51797.0,51797.0,17090.0,527.0,88.0,16239.0,2777.0,2408.0,1573.0,2665.0,1335.0,11296.0
legitime,50574.0,50574.0,16682.0,517.0,84.0,15857.0,2709.0,2344.0,1545.0,2595.0,1307.0,11050.0
legitime,46377.0,46377.0,15254.0,482.0,70.0,14520.0,2471.0,2120.0,1447.0,2350.0,1209.0,10189.0
legitime,46976.0,46976.0,15458.0,487.0,72.0,14711.0,2505.0,2152.0,1461.0,2385.0,1223.0,10312.0
legitime,43382.0,43382.0,14234.0,457.0,60.0,13565.0,2301.0,1960.0,1377.0,2175.0,1139.0,9574.0
legitime,45778.0,45778.0,15050.0,477.0,68.0,14329.0,2437.0,2088.0,1433.0,2315.0,1195.0,10066.0
legitime,49372.0,49372.0,16274.0,507.0,80.0,15475.0,2641.0,2280.0,1517.0,2525.0,1279.0,10804.0
legitime,46993.0,46993.0,15458.0,487.0,72.0,14711.0,2505.0,2152.0,1461.0,2385.0,1223.0,10312.0
legitime,41602.0,41602.0,13622.0,443.0,54.0,12992.0,2199.0,1864.0,1335.0,2070.0,1097.0,9205.0
legitime,40421.0,40421.0,13214.0,433.0,50.0,12610.0,2131.0,1800.0,1307.0,2000.0,1069.0,8959.0
legitime,45179.0,45179.0,14846.0,473.0,66.0,14138.0,2403.0,2056.0,1419.0,2280.0,1181.0,9943.0
legitime,44580.0,44580.0,14642.0,467.0,64.0,13947.0,2369.0,2024.0,1405.0,2245.0,1167.0,9820.0
legitime,50031.0,50031.0,16478.0,513.0,82.0,15666.0,2675.0,2312.0,1531.0,2560.0,1293.0,10927.0
legitime,40493.0,40493.0,13214.0,434.0,50.0,12610.0,2131.0,1800.0,1307.0,2000.0,1069.0,8959.0
legitime,41071.0,41071.0,13418.0,438.0,52.0,12801.0,2165.0,1832.0,1321.0,2035.0,1083.0,9082.0
legitime,42305.0,42305.0,13826.0,448.0,56.0,13183.0,2233.0,1896.0,1349.0,2105.0,1111.0,9328.0
legitime,50135.0,50135.0,16478.0,512.0,82.0,15666.0,2675.0,2312.0,1531.0,2560.0,1293.0,10927.0
legitime,41456.0,41456.0,13418.0,448.0,52.0,12801.0,2165.0,1832.0,1321.0,2035.0,1083.0,9082.0
legitime,40476.0,40476.0,13214.0,434.0,50.0,12610.0,2131.0,1800.0,1307.0,2000.0,1069.0,8959.0
legitime,52384.0,52384.0,17294.0,533.0,90.0,16430.0,2811.0,2440.0,1587.0,2700.0,1349.0,11419.0
legitime,48191.0,48191.0,15866.0,497.0,76.0,15093.0,2573.0,2216.0,1489.0,2455.0,1251.0,10558.0
legitime,46377.0,46377.0,15254.0,482.0,70.0,14520.0,2471.0,2120.0,1447.0,2350.0,1209.0,10189.0
legitime,41568.0,41568.0,13622.0,442.0,54.0,12992.0,2199.0,1864.0,1335.0,2070.0,1097.0,9205.0
legitime,40986.0,40986.0,13418.0,437.0,52.0,12801.0,2165.0,1832.0,1321.0,2035.0,1083.0,9082.0
legitime,40370.0,40370.0,13214.0,432.0,50.0,12610.0,2131.0,1800.0,1307.0,2000.0,1069.0,8959.0
legitime,42197.0,42197.0,13826.0,447.0,56.0,13183.0,2233.0,1896.0,1349.0,2105.0,1111.0,9328.0
Buf_over,41568.0,41568.0,13622.0,442.0,54.0,12992.0,2199.0,1864.0,1335.0,2070.0,1097.0,9205.0
Buf_over,40986.0,40986.0,13418.0,437.0,52.0,12801.0,2165.0,1832.0,1321.0,2035.0,1083.0,9082.0
Buf_over,40969.0,40969.0,13418.0,437.0,52.0,12801.0,2165.0,1832.0,1321.0,2035.0,1083.0,9082.0
Buf_over,82385.0,82385.0,27494.0,782.0,190.0,25980.0,4511.0,4040.0,2287.0,4450.0,2049.0,17569.0
Buf_over,72185.0,72185.0,24026.0,697.0,156.0,22733.0,3933.0,3496.0,2049.0,3855.0,1811.0,15478.0
Buf_over,84781.0,84781.0,28310.0,802.0,198.0,26744.0,4647.0,4168.0,2343.0,4590.0,2105.0,18061.0
Buf_over,68574.0,68574.0,22802.0,667.0,144.0,21587.0,3729.0,3304.0,1965.0,3645.0,1727.0,14740.0
Buf_over,66794.0,66794.0,22190.0,652.0,138.0,21014.0,3627.0,3208.0,1923.0,3540.0,1685.0,14371.0
Buf_over,79373.0,79373.0,26474.0,757.0,180.0,25025.0,4341.0,3880.0,2217.0,4275.0,1979.0,16954.0
Buf_over,65579.0,65579.0,21782.0,642.0,134.0,20632.0,3559.0,3144.0,1895.0,3470.0,1657.0,14125.0
Buf_over,85380.0,85380.0,28514.0,807.0,200.0,26935.0,4681.0,4200.0,2357.0,4625.0,2119.0,18184.0
Buf_over,83583.0,83583.0,27902.0,792.0,194.0,26362.0,4579.0,4104.0,2315.0,4520.0,2077.0,17815.0
Buf_over,86578.0,86578.0,28922.0,817.0,204.0,27317.0,4749.0,4264.0,2385.0,4695.0,2147.0,18430.0
Buf_over,67992.0,67992.0,22598.0,662.0,142.0,21396.0,3695.0,3272.0,1951.0,3610.0,1713.0,14617.0
Buf_over,74581.0,74581.0,24842.0,717.0,164.0,23497.0,4069.0,3624.0,2105.0,3995.0,1867.0,15970.0
Buf_over,87177.0,87177.0,29126.0,822.0,206.0,27508.0,4783.0,4296.0,2399.0,4730.0,2161.0,18553.0
Buf_over,78792.0,78792.0,26270.0,752.0,178.0,24834.0,4307.0,3848.0,2203.0,4240.0,1965.0,16831.0
Buf_over,73965.0,73965.0,24638.0,712.0,162.0,23306.0,4035.0,3592.0,2091.0,3960.0,1853.0,15847.0
Buf_over,80588.0,80588.0,26882.0,767.0,184.0,25407.0,4409.0,3944.0,2245.0,4345.0,2007.0,17200.0
Buf_over,81771.0,81771.0,27086.0,772.0,186.0,25598.0,4443.0,3976.0,2259.0,4380.0,2021.0,17323.0
Buf_over,65594.0,65594.0,21578.0,637.0,132.0,20746.0,3525.0,3112.0,1881.0,3435.0,1643.0,14002.0
Buf_over,72202.0,72202.0,24026.0,697.0,156.0,22750.0,3933.0,3496.0,2049.0,3855.0,1811.0,15478.0
Buf_over,71576.0,71576.0,23822.0,692.0,154.0,22542.0,3899.0,3464.0,2035.0,3820.0,1797.0,15355.0
Buf_over,65579.0,65579.0,21782.0,642.0,134.0,20632.0,3559.0,3144.0,1895.0,3470.0,1657.0,14125.0
Buf_over,66178.0,66178.0,21986.0,647.0,136.0,20823.0,3593.0,3176.0,1909.0,3505.0,1671.0,14248.0
Buf_over,78192.0,78192.0,26066.0,747.0,176.0,24643.0,4273.0,3816.0,2189.0,4205.0,1951.0,16708.0
Buf_over,78774.0,78774.0,26270.0,752.0,178.0,24834.0,4307.0,3848.0,2203.0,4240.0,1965.0,16831.0
Buf_over,65380.0,65380.0,21578.0,637.0,132.0,20640.0,3525.0,3112.0,1881.0,3435.0,1643.0,14002.0
Buf_over,67546.0,67546.0,21782.0,642.0,134.0,21015.0,3559.0,3144.0,1895.0,3470.0,1657.0,14125.0
Buf_over,67452.0,67452.0,22394.0,657.0,140.0,21236.0,3661.0,3240.0,1937.0,3575.0,1699.0,14494.0
Buf_over,85995.0,85995.0,28718.0,812.0,202.0,27126.0,4715.0,4232.0,2371.0,4660.0,2133.0,18307.0
Buf_over,66178.0,66178.0,21986.0,647.0,136.0,20823.0,3593.0,3176.0,1909.0,3505.0,1671.0,14248.0
Buf_over,69173.0,69173.0,23006.0,672.0,146.0,21778.0,3763.0,3336.0,1979.0,3680.0,1741.0,14863.0
Buf_over,73982.0,73982.0,24638.0,712.0,162.0,23306.0,4035.0,3592.0,2091.0,3960.0,1853.0,15847.0
Buf_over,82984.0,82984.0,27698.0,787.0,192.0,26171.0,4545.0,4072.0,2301.0,4485.0,2063.0,17692.0
Buf_over,66178.0,66178.0,21986.0,647.0,136.0,20823.0,3593.0,3176.0,1909.0,3505.0,1671.0,14248.0
Buf_over,69789.0,69789.0,23210.0,677.0,148.0,21969.0,3797.0,3368.0,1993.0,3715.0,1755.0,14986.0
Buf_over,79972.0,79972.0,26678.0,762.0,182.0,25216.0,4375.0,3912.0,2231.0,4310.0,1993.0,17077.0
Buf_over,76994.0,76994.0,25658.0,737.0,172.0,24261.0,4205.0,3752.0,2161.0,4135.0,1923.0,16462.0
Buf_over,86578.0,86578.0,28922.0,817.0,204.0,27317.0,4749.0,4264.0,2385.0,4695.0,2147.0,18430.0
Buf_over,81170.0,81170.0,27086.0,772.0,186.0,25598.0,4443.0,3976.0,2259.0,4380.0,2021.0,17323.0
Buf_over,81203.0,81203.0,27086.0,772.0,186.0,25598.0,4443.0,3976.0,2259.0,4380.0,2021.0,17323.0
Buf_over,72191.0,72191.0,24026.0,697.0,156.0,22733.0,3933.0,3496.0,2049.0,3855.0,1811.0,15478.0
Buf_over,65579.0,65579.0,21782.0,642.0,134.0,20632.0,3559.0,3144.0,1895.0,3470.0,1657.0,14125.0
Buf_over,68574.0,68574.0,22802.0,667.0,144.0,21587.0,3729.0,3304.0,1965.0,3645.0,1727.0,14740.0
Buf_over,79993.0,79993.0,26678.0,762.0,182.0,25216.0,4375.0,3912.0,2231.0,4310.0,1993.0,17077.0
Buf_over,80588.0,80588.0,26882.0,767.0,184.0,25407.0,4409.0,3944.0,2245.0,4345.0,2007.0,17200.0
Buf_over,65579.0,65579.0,21782.0,642.0,134.0,20632.0,3559.0,3144.0,1895.0,3470.0,1657.0,14125.0
Buf_over,84183.0,84183.0,28106.0,797.0,196.0,26553.0,4613.0,4136.0,2329.0,4555.0,2091.0,17938.0
Buf_over,81672.0,81672.0,26678.0,762.0,182.0,26095.0,4375.0,3912.0,2231.0,4310.0,1993.0,17077.0
Buf_over,69282.0,69282.0,22394.0,657.0,140.0,21878.0,3661.0,3240.0,1937.0,3575.0,1699.0,14494.0
Buf_over,75897.0,75897.0,24638.0,712.0,162.0,24317.0,4035.0,3592.0,2091.0,3960.0,1853.0,15847.0
Buf_over,86006.0,86006.0,28514.0,807.0,200.0,27253.0,4681.0,4200.0,2357.0,4625.0,2119.0,18184.0
Buf_over,82071.0,82071.0,26678.0,762.0,182.0,25980.0,4375.0,3912.0,2231.0,4310.0,1993.0,17077.0
Buf_over,84481.0,84481.0,27494.0,782.0,190.0,26762.0,4511.0,4040.0,2287.0,4450.0,2049.0,17569.0
Buf_over,84993.0,84993.0,28310.0,802.0,198.0,26880.0,4647.0,4168.0,2343.0,4590.0,2105.0,18061.0
Buf_over,67054.0,67054.0,22190.0,652.0,138.0,21181.0,3627.0,3208.0,1923.0,3540.0,1685.0,14371.0
Buf_over,86892.0,86892.0,28922.0,817.0,204.0,27501.0,4749.0,4264.0,2385.0,4695.0,2147.0,18430.0
Buf_over,86945.0,86945.0,28922.0,817.0,204.0,27522.0,4749.0,4264.0,2385.0,4695.0,2147.0,18430.0
Buf_over,85113.0,85113.0,28310.0,802.0,198.0,26949.0,4647.0,4168.0,2343.0,4590.0,2105.0,18061.0
Buf_over,65067.0,65067.0,21578.0,637.0,132.0,20528.0,3525.0,3112.0,1881.0,3435.0,1643.0,14002.0
Buf_over,77078.0,77078.0,25046.0,722.0,166.0,24292.0,4103.0,3656.0,2119.0,4030.0,1881.0,16093.0
Buf_over,83965.0,83965.0,26882.0,767.0,184.0,26605.0,4409.0,3944.0,2245.0,4345.0,2007.0,17200.0
Buf_over,83738.0,83738.0,27086.0,772.0,186.0,26891.0,4443.0,3976.0,2259.0,4380.0,2021.0,17323.0
Buf_over,77649.0,77649.0,25862.0,742.0,174.0,24525.0,4239.0,3784.0,2175.0,4170.0,1937.0,16585.0
Buf_over,87140.0,87140.0,28514.0,807.0,200.0,27800.0,4681.0,4200.0,2357.0,4625.0,2119.0,18184.0
Buf_over,78289.0,78289.0,25454.0,732.0,170.0,25057.0,4171.0,3720.0,2147.0,4100.0,1909.0,16339.0
Buf_over,83497.0,83497.0,27086.0,772.0,186.0,26492.0,4443.0,3976.0,2259.0,4380.0,2021.0,17323.0
Buf_over,69883.0,69883.0,22394.0,657.0,140.0,22464.0,3661.0,3240.0,1937.0,3575.0,1699.0,14494.0
Buf_over,70496.0,70496.0,23210.0,677.0,148.0,22363.0,3797.0,3368.0,1993.0,3715.0,1755.0,14986.0
Buf_over,77855.0,77855.0,25862.0,742.0,174.0,24604.0,4239.0,3784.0,2175.0,4170.0,1937.0,16585.0
Buf_over,86346.0,86346.0,28718.0,812.0,202.0,27301.0,4715.0,4232.0,2371.0,4660.0,2133.0,18307.0
Buf_over,86904.0,86904.0,28922.0,817.0,204.0,27512.0,4749.0,4264.0,2385.0,4695.0,2147.0,18430.0
Buf_over,68647.0,68647.0,22802.0,667.0,144.0,21660.0,3729.0,3304.0,1965.0,3645.0,1727.0,14740.0
Buf_over,64381.0,64381.0,21374.0,632.0,130.0,20250.0,3491.0,3080.0,1867.0,3400.0,1629.0,13879.0
Buf_over,74131.0,74131.0,24638.0,712.0,162.0,23379.0,4035.0,3592.0,2091.0,3960.0,1853.0,15847.0
Buf_over,74803.0,74803.0,24842.0,717.0,164.0,23632.0,4069.0,3624.0,2105.0,3995.0,1867.0,15970.0
Buf_over,89716.0,89716.0,29126.0,822.0,206.0,28473.0,4783.0,4296.0,2399.0,4730.0,2161.0,18553.0
Buf_over,77687.0,77687.0,25862.0,742.0,174.0,24531.0,4239.0,3784.0,2175.0,4170.0,1937.0,16585.0
Buf_over,64983.0,64983.0,21578.0,637.0,132.0,20441.0,3525.0,3112.0,1881.0,3435.0,1643.0,14002.0
Buf_over,69173.0,69173.0,23006.0,672.0,146.0,21778.0,3763.0,3336.0,1979.0,3680.0,1741.0,14863.0
Buf_over,78791.0,78791.0,26270.0,752.0,178.0,24834.0,4307.0,3848.0,2203.0,4240.0,1965.0,16831.0
Buf_over,86578.0,86578.0,28922.0,817.0,204.0,27317.0,4749.0,4264.0,2385.0,4695.0,2147.0,18430.0
Buf_over,71586.0,71586.0,23822.0,692.0,154.0,22542.0,3899.0,3464.0,2035.0,3820.0,1797.0,15355.0
Buf_over,87776.0,87776.0,29330.0,827.0,208.0,27699.0,4817.0,4328.0,2413.0,4765.0,2175.0,18676.0
Buf_over,84781.0,84781.0,28310.0,802.0,198.0,26744.0,4647.0,4168.0,2343.0,4590.0,2105.0,18061.0
Buf_over,67975.0,67975.0,22598.0,662.0,142.0,21396.0,3695.0,3272.0,1951.0,3610.0,1713.0,14617.0
Buf_over,84781.0,84781.0,28310.0,802.0,198.0,26744.0,4647.0,4168.0,2343.0,4590.0,2105.0,18061.0
Buf_over,82385.0,82385.0,27494.0,782.0,190.0,25980.0,4511.0,4040.0,2287.0,4450.0,2049.0,17569.0
Buf_over,85380.0,85380.0,28514.0,807.0,200.0,26935.0,4681.0,4200.0,2357.0,4625.0,2119.0,18184.0
Buf_over,67992.0,67992.0,22598.0,662.0,142.0,21396.0,3695.0,3272.0,1951.0,3610.0,1713.0,14617.0
Buf_over,70371.0,70371.0,23414.0,682.0,150.0,22160.0,3831.0,3400.0,2007.0,3750.0,1769.0,15109.0
Buf_over,88692.0,88692.0,29652.0,833.0,210.0,27993.0,4859.0,4367.0,2432.0,4820.0,2199.0,18850.0
Buf_over,79373.0,79373.0,26474.0,757.0,180.0,25025.0,4341.0,3880.0,2217.0,4275.0,1979.0,16954.0
Buf_over,87810.0,87810.0,29330.0,828.0,208.0,27699.0,4817.0,4328.0,2413.0,4765.0,2175.0,18676.0
Buf_over,81805.0,81805.0,27290.0,778.0,188.0,25789.0,4477.0,4008.0,2273.0,4415.0,2035.0,17446.0
Buf_over,88076.0,88076.0,29330.0,830.0,208.0,27699.0,4817.0,4328.0,2413.0,4765.0,2175.0,18676.0
Buf_over,87343.0,87343.0,28922.0,833.0,204.0,27317.0,4749.0,4264.0,2385.0,4695.0,2147.0,18430.0
Buf_over,67410.0,67410.0,22394.0,658.0,140.0,21205.0,3661.0,3240.0,1937.0,3575.0,1699.0,14494.0
Buf_over,82385.0,82385.0,27494.0,782.0,190.0,25980.0,4511.0,4040.0,2287.0,4450.0,2049.0,17569.0
Buf_over,84781.0,84781.0,28310.0,802.0,198.0,26744.0,4647.0,4168.0,2343.0,4590.0,2105.0,18061.0
Buf_over,73383.0,73383.0,24434.0,707.0,160.0,23115.0,4001.0,3560.0,2077.0,3925.0,1839.0,15724.0
